Month,crime_count,Ethnic_Asian_Bangladeshi,Ethnic_Asian_Chinese,Ethnic_Asian_Indian,Ethnic_Asian_Other,Ethnic_Asian_Pakistani,Ethnic_Black_African,Ethnic_Black_Caribbean,Ethnic_Black_Other,ethnic_does_not_apply,Ethnic_Mixed_Other,Ethnic_Mixed_White_Asian,Ethnic_Mixed_White_Black_African,Ethnic_Mixed_White_Black_Caribbean,Ethnic_Other,Ethnic_Arab,Ethnic_White_British,Ethnic_White_Gypsy_Traveller,Ethnic_White_Irish,Ethnic_White_Other,Ethnic_White_Roma,economy_does_not_apply,Economy_Employed,Economy_Not_Employed,employment_does_not_apply,Employment_Never_Worked,Employment_Not_Worked_12M,Employment_Worked_12M,education_does_not_apply,Education_Level_1,Education_Level_2,Education_Level_3,Education_Level_4+,Education_No_Qualifications,Education_Other_Qualifications,Migrant_Student_UK,Migrant_Same_Address,Migrant_NA,Migrant_Outside_UK,Migrant_Within_UK
2021-01-01,382,1277,4253,4100,7666,2010,13243,6626,2584,0,4242,3142,1777,3157,7866,5534,70105,93,4812,39184,1485,28530,98093,56534,126623,18650,27259,10625,28530,7892,11387,20165,89043,18332,7807,2233,144727,1883,4981,29333
2021-01-01,112,68,233,4250,468,279,411,201,87,0,457,762,182,602,691,81,85474,193,554,2608,22,17197,48771,31657,65968,5371,22563,3723,17197,7232,11248,13900,30387,10937,6724,241,86565,871,491,9460
2021-01-01,616,4819,3848,5838,6413,2162,24855,16339,5272,0,6742,3915,2574,5325,23030,2525,84298,235,5701,58343,2004,48238,134381,81619,182619,30349,36838,14433,48238,14732,18392,25260,104270,39921,13425,877,225526,3031,3920,30884
2021-01-01,360,740,817,1613,1188,1197,4156,909,762,0,787,623,587,1051,1385,301,67993,182,743,8103,193,20226,45981,27121,66207,6865,16528,3728,20226,9802,11618,12132,17864,15364,6322,119,83476,1190,664,7878
2021-01-01,260,70,757,913,982,225,688,211,137,0,709,997,337,530,698,170,147479,83,976,6601,105,27362,79685,55620,107047,9728,39177,6715,27362,11298,18794,21872,54047,18605,10689,410,142407,1296,1204,17350
2021-01-01,351,1820,2784,74744,28540,10264,10584,6514,2053,0,3402,3140,1104,2187,12597,6239,53567,179,5608,34458,1421,51582,125037,84584,176619,30623,42238,11723,51582,17150,21857,26422,94317,36454,13420,822,231463,3034,3666,22218
2021-01-01,118,161,519,1318,1380,217,514,225,104,0,605,919,299,408,663,120,86414,246,769,4445,78,19080,50445,29883,69525,4692,21284,3907,19080,7066,11310,14320,33217,8742,5672,238,88143,929,678,9421
2021-01-01,345,278,217,335,473,297,327,57,61,0,173,240,115,143,284,270,87761,37,170,1081,19,17652,37749,36937,55401,12083,21189,3665,17652,7076,10963,13776,18526,17286,7059,181,83133,918,271,7834
2021-01-01,301,343,366,595,1107,125,782,304,176,0,753,724,404,758,1037,330,77418,128,780,4701,164,16291,40899,33805,57190,7994,22118,3692,16291,8387,11256,12768,21357,15039,5897,123,81213,900,563,8196
2021-01-01,329,178,424,905,527,73,463,155,132,0,438,557,372,352,399,108,115732,69,485,2792,49,21343,56368,46497,77711,9229,32588,4680,21343,11643,15718,18281,27262,20492,9469,158,112860,1129,395,9666
2021-01-01,431,4774,2011,11292,4390,5683,14138,4832,2597,0,2644,2344,1535,3224,4465,809,174232,259,2894,19496,433,52322,124781,84949,177103,22008,52153,10788,52322,23453,31228,34125,61921,41947,17056,414,236791,3096,1469,20281
2021-01-01,321,55,339,843,842,139,340,150,77,0,538,689,280,473,795,224,170419,431,727,9510,161,29901,88511,68622,118414,11749,49096,7778,29901,14982,22184,26573,51420,28315,13659,388,167356,1516,1128,16646
2021-01-01,205,381,1059,6660,2433,787,3713,890,578,0,1342,1240,508,948,3780,363,68032,167,2155,12509,282,21635,52766,33426,74401,8169,20540,4717,21635,7921,11396,12741,34134,13778,6221,399,96587,1192,783,8866
2021-01-01,190,7,221,140,249,77,119,70,34,0,299,377,163,346,189,30,86183,20,639,1760,12,15273,44614,31046,59887,5532,21928,3586,15273,7063,10412,13751,26922,11307,6208,212,82590,783,287,7061
2021-01-01,511,4050,3184,57341,23120,14243,15844,5752,2359,0,4110,4201,1897,3151,14806,4462,113377,479,5585,27255,691,64031,142805,99073,206836,34418,49255,15400,64031,23872,28514,35836,90664,43906,19086,1777,268925,3811,4324,27072
2021-01-01,235,85,386,2018,437,221,423,187,82,0,456,681,215,638,539,93,103225,80,554,3273,48,19722,55886,38032,75608,7162,26740,4130,19722,10026,13584,16900,27630,17207,8571,220,103369,1023,297,8733
2021-01-01,172,263,634,1417,1259,401,895,256,161,0,1000,1160,399,571,709,209,129348,233,1163,6598,100,26115,72167,48496,98284,7638,35024,5834,26115,11412,18801,21877,44615,15075,8884,386,130226,1322,1021,13823
2021-01-01,572,2699,2664,60827,22202,17454,14895,3573,2342,0,4518,4128,2142,2726,15467,5461,81933,296,3894,39980,980,59500,138800,89881,198300,32974,42007,14900,59500,21674,23390,28046,95076,42630,17866,696,251493,3532,5231,27232
2021-01-01,313,417,687,1779,1601,1261,1766,483,397,0,1191,1220,636,1010,1101,167,154089,272,1255,11372,128,32571,91391,56870,123962,10222,39649,6999,32571,15790,21608,26020,49593,23194,12056,376,160514,1752,1264,16926
2021-01-01,246,455,137,363,621,10825,160,40,24,0,211,573,119,188,370,167,65471,86,365,2018,44,16602,35627,30005,52229,9135,17728,3142,16602,6845,9321,11527,16514,14951,6474,108,74961,893,287,5986
2021-01-01,452,2015,749,2366,2105,376,2483,1508,891,0,1422,820,1151,3016,2627,357,104208,356,587,11943,663,27809,67026,44806,94836,11344,27855,5607,27809,13437,16100,18241,29295,24251,10508,275,124491,1529,1078,12269
2021-01-01,174,40,108,94,166,22,68,17,19,0,173,191,78,156,102,58,66339,54,381,780,33,11731,29202,27945,40933,5225,20010,2710,11731,4828,8455,9930,18445,10270,5219,166,62787,573,145,5210
2021-01-01,367,153,250,316,846,98,296,128,54,0,432,584,207,497,291,88,131697,67,830,3550,75,20873,57910,61677,78783,9935,45548,6193,20873,13355,17501,21444,32783,22064,12439,234,125058,991,677,13499
2021-01-01,354,5972,5125,4051,5389,995,18091,7368,3284,0,6053,3750,2257,4171,12339,2991,86092,108,7062,40534,958,32963,114970,68658,147933,24162,32049,12445,32963,10273,13146,22337,103975,25257,8638,2244,171898,2456,5860,34129
2021-01-01,298,1488,3839,3209,7207,1282,6944,3237,1098,0,3465,3047,1288,1725,7766,6384,46883,84,2825,40553,1049,20286,69440,53649,89726,18619,27076,7954,20286,5446,8803,15439,73226,13971,6204,1704,116001,1270,5649,18751
2021-01-01,310,103,400,1238,979,166,518,143,182,0,617,526,429,450,860,152,136966,417,655,9386,139,25433,69223,59669,94656,11276,42402,5991,25433,15595,19503,21172,30036,30136,12450,203,138317,1364,1132,13309
2021-01-01,1177,1279,1234,1259,2451,1292,4292,232,541,0,1249,1172,1144,948,3488,1443,223962,451,455,19835,286,53137,117789,96088,170926,30354,53599,12135,53137,24163,30143,37418,46511,54010,21635,2152,234760,3088,2012,25002
2021-01-01,207,932,4127,7731,12768,4380,3105,1081,555,0,2802,3540,1090,1564,5979,3580,90288,61,2633,21404,445,32599,84148,51316,116747,13764,29152,8399,32599,8744,13319,19766,69582,16128,7927,1492,145077,1802,2831,16861
2021-01-01,1368,1065,1526,22739,4077,54795,4180,4324,1444,0,2140,3980,1035,6433,4591,1915,305579,168,2335,10573,314,86941,190084,156191,277025,47081,91330,17780,86941,33776,46112,60187,103532,71832,30835,1552,391644,4759,2787,32473
2021-01-01,474,32,630,936,726,186,964,130,170,0,688,577,653,740,563,289,142698,24,855,3545,112,30220,69492,54807,99712,18502,30193,6112,30220,13203,17898,21411,29578,32600,9609,119,141962,1793,608,10037
2021-01-01,681,2502,4986,6054,5641,3868,37359,28991,9795,0,8735,4541,4006,8348,15397,2649,119395,146,6828,46872,1537,48710,182819,86125,231529,29047,40140,16938,48710,16252,21025,31935,151312,35185,13235,2284,257601,3147,5753,48866
2021-01-01,361,355,1597,1629,961,613,1019,125,71,0,616,823,341,424,825,477,125552,309,802,6310,90,23291,62401,57239,85695,13485,35074,8680,23291,10307,14998,27060,38664,18885,9727,3417,120294,1235,1882,16105
2021-01-01,2953,5876,8117,21087,12018,31405,32211,7889,5276,0,5656,7410,4294,10028,12905,5980,595737,878,6892,36684,1610,153483,374064,284407,527546,77744,160051,46612,153483,60190,79192,120782,228358,119597,50349,12684,689265,8816,9592,91596
2021-01-01,1369,7055,2481,126421,11347,12673,21536,4466,2764,0,3439,3659,1776,5025,11870,3402,122395,457,1789,25177,839,77557,154934,136080,232491,54644,58698,22738,77557,31152,33954,46860,77900,77692,23456,5526,316173,4203,7030,35640
2021-01-01,165,249,376,482,694,98,436,182,104,0,730,795,405,531,540,186,88830,100,811,4293,67,16683,44507,38715,61190,6547,28094,4074,16683,8498,11840,13794,28978,13372,6740,175,89710,798,465,8756
2021-01-01,652,1826,6296,5046,11398,2361,37834,31883,10756,0,7394,4359,3774,8726,12480,1671,111726,116,5055,36819,1033,58142,155712,86699,213854,28635,42205,15859,58142,17738,23426,31537,120814,35447,13448,1313,261095,3842,3428,30875
2021-01-01,169,163,315,1477,310,231,201,316,84,0,415,608,169,795,385,50,97952,29,663,2231,42,17840,50472,38124,68315,7063,27044,4017,17840,8930,12487,15241,29789,15110,7039,200,96068,963,323,8883
2021-01-01,375,322,788,788,1147,302,1094,236,136,0,568,657,373,470,948,320,85891,145,652,8818,159,16746,46718,40349,63464,10247,21934,8168,16746,8461,11149,22253,22943,15135,7126,3697,82373,1035,1282,15426
2021-01-01,1607,1917,8841,6251,7085,3673,12709,1493,2762,0,4934,3662,4157,4127,7722,8312,375785,501,6826,24162,1169,83060,205750,197278,288810,66625,97059,33594,83060,34955,46141,80909,124150,90049,26824,10464,407929,5014,7214,55467
2021-01-01,531,20630,901,12096,8555,41143,11774,8216,2745,0,2437,2429,1268,3486,5677,2106,71532,238,4570,24650,808,52563,98721,73977,151285,29340,33473,11164,52563,19650,21943,24832,51546,39478,15249,446,199322,3133,3756,18604
2021-01-01,550,649,655,2145,4196,568,2567,643,396,0,1108,1316,611,978,1836,249,144114,1009,994,11474,273,33646,86409,55727,120055,11591,37416,6720,33646,15510,21706,24906,42531,24786,12695,354,154597,1930,1188,17716
2021-01-01,176,143,127,224,211,36,119,76,41,0,232,328,107,230,192,16,62268,176,439,1202,44,10780,31256,24172,42036,4213,17374,2585,10780,6744,8920,9798,14080,10674,5212,95,59564,559,209,5780
2021-01-01,146,59,295,300,276,121,162,68,32,0,237,470,160,252,228,48,74197,195,391,1982,14,12366,35800,31320,48166,4974,23241,3106,12366,5781,9379,10781,26021,9778,5380,244,71392,549,403,6898
2021-01-01,7,9673,12644,14857,12060,65875,47858,10472,7563,0,6898,6149,5992,9987,13250,15028,268572,597,9442,34138,883,113980,234283,203675,348263,81350,83518,38807,113980,34988,45164,79621,164763,86110,27312,12519,447364,6581,12659,72814
2021-01-01,273,338,337,839,470,250,755,263,156,0,330,345,219,650,632,186,96475,89,387,7579,182,20312,51367,38803,71679,9767,24919,4116,20312,10542,13216,15853,19902,21910,8747,134,99885,1103,616,8744
2021-01-01,1197,1962,1273,7693,3431,2125,11266,2552,1905,0,1882,2158,1394,2425,3508,452,218953,749,1866,13710,469,57016,132606,90151,189622,23375,55102,11674,57016,26898,35426,40009,57001,43158,20265,739,249090,3274,1711,24959
2021-01-01,79,22,115,306,143,13,103,67,22,0,138,239,76,206,125,35,48064,25,269,1767,17,8806,25465,17481,34271,2915,12596,1970,8806,4293,6303,7908,13349,7034,4059,89,46603,435,208,4417
2021-01-01,175,86,402,317,457,36,230,90,49,0,436,643,237,350,361,44,106608,240,756,4660,87,20038,55671,40380,75709,6735,28994,4649,20038,9097,14339,16704,32616,15504,7791,367,103717,994,762,10249
2021-01-01,124,46,156,308,269,92,59,13,19,0,164,129,86,131,210,17,54916,56,113,2029,26,11162,25635,22042,36797,6142,13769,2131,11162,4556,6911,7453,11911,12831,4015,51,54365,607,243,3573
2021-01-01,317,2470,3615,9607,14660,9667,12218,7632,3037,0,4278,3756,1722,3009,7976,1923,88673,194,4337,35600,813,42415,112065,60707,154480,18123,32938,9646,42415,12368,16510,21786,86412,24609,11086,683,187420,2740,2960,21384
2021-01-01,107,24,182,168,173,15,63,22,16,0,264,319,122,194,190,33,77699,142,326,2854,47,14647,40282,27923,54929,4596,20131,3196,14647,6968,10548,12262,20928,11614,5884,168,73913,752,350,7668
2021-01-01,137,36,176,204,372,33,274,166,113,0,418,365,200,480,357,44,96581,93,442,2320,27,16394,50024,36281,66418,5504,26964,3813,16394,9148,12784,15667,25917,15185,7604,208,91729,866,548,9348
2021-01-01,213,599,588,2489,1550,279,871,309,157,0,1041,1597,555,634,964,209,130971,175,1456,7972,150,29250,76572,46744,105822,7567,33351,5826,29250,11498,18511,22257,47689,14457,8904,401,135506,1508,1110,14043
2021-01-01,680,595,669,2804,2032,8990,3339,162,315,0,671,1110,650,570,2016,1452,114421,160,434,3212,320,29986,56434,57504,86420,21446,29159,6900,29986,11221,15270,19976,30127,27282,10063,755,126756,1621,2244,12548
2021-01-01,849,3189,2913,15348,7032,7163,21502,2975,3374,0,3204,2973,2551,2997,4376,1349,178568,156,2382,24430,578,62229,143378,81453,205607,19853,48631,12969,62229,24422,32011,35371,80545,35577,16905,704,251495,3256,3164,28441
2021-01-01,119,243,459,868,820,247,450,170,86,0,672,878,227,417,575,229,74983,99,948,4963,53,15047,42341,29998,57388,4975,21471,3552,15047,6236,9857,11182,31214,8901,4949,290,78505,730,558,7304
2021-01-01,156,52,277,317,445,94,132,62,36,0,295,376,183,261,236,88,87566,36,451,2034,19,14718,42830,35409,57548,5849,25961,3599,14718,6463,10589,12172,30809,12315,5891,226,84351,735,397,7248
2021-01-01,306,508,387,527,607,224,274,148,100,0,344,493,211,535,316,105,135111,170,437,1760,33,25107,59189,57993,84296,14872,37295,5826,25107,10667,17359,20433,30280,27722,10721,361,130003,1266,470,10189
2021-01-01,335,176,435,577,843,72,399,162,142,0,609,801,327,478,556,87,163847,480,833,4843,115,27041,78702,70042,105743,10275,52818,6949,27041,15276,22002,26369,46380,23951,14766,287,158810,1293,736,14658
2021-01-01,227,107,300,496,343,165,431,225,148,0,396,535,218,695,411,123,111939,342,569,5413,103,20988,57114,44854,78102,9543,30511,4800,20988,10577,14913,18403,29579,19448,9048,234,109646,1201,484,11390
2021-01-01,847,7248,5382,7304,5441,8753,8555,340,1026,0,2027,2600,1378,915,4981,4175,223567,332,1895,13177,1031,51675,125078,123372,176753,40205,60262,22905,51675,19729,25891,52768,86063,46232,17767,9539,240278,2973,4737,42598
2021-01-01,262,273,639,1707,1076,947,931,227,131,0,409,672,248,659,660,197,110947,71,365,3079,61,20116,56682,46501,76798,10301,30493,5707,20116,9991,14052,20200,28938,20689,9313,1214,109233,1116,562,11174
2021-01-01,737,55677,6213,38642,16439,31216,40874,13586,6842,0,5525,3324,3317,4253,13641,3534,51819,353,2039,51394,2342,74863,163445,112728,238307,54952,38773,19003,74863,24931,28082,35783,111130,57151,19097,1070,300631,4790,7621,36924
2021-01-01,448,2858,711,2023,1799,4803,2687,553,497,0,1095,1188,640,1528,1738,999,128245,168,685,6969,406,32169,72789,54634,104958,15124,33236,6275,32169,11741,18188,19978,39544,27690,10282,345,144997,1839,1061,11350
2021-01-01,127,87,191,324,443,90,179,80,66,0,324,417,136,297,257,82,92944,58,387,2196,54,16418,45163,37030,61581,5881,26760,4390,16418,9099,12743,14604,23458,14596,7694,191,87346,789,545,9740
2021-01-01,189,20,216,327,279,110,170,107,47,0,236,372,141,421,167,23,97657,45,306,1344,15,16727,46563,38711,63290,7371,27658,3682,16727,9101,12364,15328,23507,17066,7908,128,93191,910,233,7539
2021-01-01,555,318,438,543,802,336,644,98,104,0,432,502,306,377,671,366,145362,65,320,5156,127,29444,68849,58673,98293,15494,37093,6086,29444,15531,20513,20885,27537,30907,12150,186,141536,1534,674,13036
2021-01-01,174,581,709,3811,1319,536,1458,1331,446,0,1129,1455,509,1820,1195,291,108298,39,1684,6518,81,25467,67161,40582,92628,7282,28235,5065,25467,9987,14358,16645,44740,14652,7359,357,119595,1411,603,11243
2021-01-01,156,85,286,370,327,92,239,104,73,0,327,450,218,373,307,92,111304,57,510,2830,28,20059,56892,41123,76951,7597,29352,4174,20059,9741,14570,19662,29278,15887,8877,280,105242,984,539,11029
2021-01-01,401,1840,451,1126,1192,1013,663,85,70,0,458,717,289,356,1148,224,150554,168,556,8548,226,30213,76223,63244,106436,15245,41614,6384,30213,16292,21104,23954,33361,30466,14290,224,153715,1561,888,13291
2021-01-01,238,23,151,110,267,14,96,59,28,0,249,310,172,247,218,27,98403,86,471,2015,32,13835,41659,47486,55494,6687,36218,4581,13835,10337,13574,14426,23391,18332,9085,158,92794,628,372,9028
2021-01-01,390,433,725,1067,949,148,733,251,155,0,940,1191,497,1007,957,247,195915,187,1210,9948,169,38161,102702,75865,140863,12275,55379,8211,38161,17219,26482,32377,60489,26615,15385,508,194056,1942,1089,19133
2021-01-01,485,1009,1225,1539,1095,528,1020,102,159,0,702,1013,663,501,854,350,193303,54,797,3940,114,37455,97265,74247,134720,19237,47414,7596,37455,16025,24300,28969,56375,29968,15875,288,190192,1978,802,15707
2021-01-01,107,11,89,463,156,125,113,196,55,0,202,268,101,542,169,32,60598,19,475,1367,55,11137,31754,22144,42891,4702,14861,2581,11137,6217,8265,9482,13387,11954,4593,81,59145,599,161,5049
2021-01-01,207,14,234,784,443,68,423,144,75,0,312,576,174,530,416,65,96430,129,454,3373,63,18540,51961,34204,70501,6679,23293,4232,18540,8570,12133,16173,25818,15813,7658,436,93680,1052,357,9180
2021-01-01,730,302,521,1183,854,514,400,124,74,0,628,1033,440,456,742,268,308015,176,910,3864,62,51721,140777,128069,192498,28891,86935,12244,51721,26051,38873,47690,82653,48173,25406,468,291002,2575,983,25539
2021-01-01,582,839,1627,2570,2303,528,2807,395,376,0,1327,1287,966,939,1639,900,111623,214,885,12485,214,23159,65720,55043,88879,13448,31240,10356,23159,11147,14453,25170,41202,20617,8173,3621,115730,1341,2069,21162
2021-01-01,958,2223,4263,11515,8532,21684,18740,9339,4136,0,3442,3363,2129,10129,7037,3673,185580,269,2360,24091,1130,59310,128868,135455,188177,43571,61658,30227,59310,23096,29844,66236,75673,51554,17919,13344,254460,3166,6245,46417
2021-01-01,350,121,357,7154,2210,940,1622,492,332,0,419,694,270,1066,1413,169,109807,95,697,6213,127,25609,63114,45474,88723,11311,28898,5264,25609,12912,16263,18440,26577,24568,9827,197,121508,1474,606,10411
2021-01-01,108,315,325,12189,1020,2282,725,394,135,0,408,730,194,541,1515,382,34512,10,360,1692,18,10537,25988,21219,36526,5297,13192,2732,10537,4581,6035,8731,15123,8771,3969,189,51280,493,472,5313
2021-01-01,3,21754,819,1676,2514,32802,6065,876,1268,0,900,1829,1043,2353,2770,521,157914,177,1279,4978,549,55053,98206,88829,153259,32077,46495,10257,55053,20672,26021,30829,46023,46208,17282,277,222759,2980,1496,14576
2021-01-01,332,2025,4479,6005,5863,6619,5060,1629,846,0,2820,3197,1072,1916,4499,1449,86672,62,2351,24975,501,25322,73326,63392,98648,17979,28849,16564,25322,8339,10389,28127,65698,17204,6961,6696,119351,1382,6590,28019
2021-01-01,339,146,221,243,472,77,147,55,42,0,317,400,163,282,326,93,116816,574,701,2250,34,20809,52765,49786,73574,9056,35721,5009,20809,9333,15533,17462,31991,19283,8949,248,111751,1001,508,9851
2021-01-01,251,302,161,242,366,24502,174,51,19,0,277,885,95,231,641,235,63320,97,342,3692,126,20535,39623,35599,60158,11763,19876,3961,20535,8006,9740,12521,19085,18639,7231,130,86759,1105,982,6781
2021-01-01,630,442,990,7169,5228,16972,6225,1419,1107,0,1979,2021,1627,1990,5023,897,128353,551,1177,31562,938,48100,100968,66605,149068,19423,37769,9413,48100,20666,24191,25727,43956,37471,15562,383,190028,2700,2316,20245
2021-01-01,702,537,1430,1403,2188,389,2022,460,304,0,1339,1349,860,1108,1902,677,236802,165,1055,10537,168,46071,121018,97606,167089,22570,61100,13936,46071,21388,30727,47362,60155,37894,21098,3233,228569,2450,1712,28731
2021-01-01,709,4742,2116,3104,3805,603,5369,950,751,0,1527,1540,1244,1176,2790,1007,161664,118,1066,14105,324,37183,97787,73033,134970,18579,41032,13423,37183,16434,22404,37296,51190,29766,13731,3639,172537,2234,2802,26792
2021-01-01,241,79,160,176,782,50,74,96,51,0,320,373,147,295,306,100,126357,105,581,3068,49,20633,61726,50810,82359,8517,37170,5123,20633,9694,16747,19125,35849,21316,9805,285,120584,1052,472,10779
2021-01-01,618,758,707,19047,1749,7554,2355,827,307,0,781,1321,506,1759,1685,1157,97715,114,923,8321,248,29166,66634,52034,95800,16187,28352,7496,29166,11143,15243,21665,37641,23079,9899,1573,126872,1756,2388,15246
2021-01-01,538,1132,2694,10777,7959,8279,7665,3293,1574,0,2041,2117,1249,3555,3720,1282,93167,107,2040,20999,573,32864,88866,52494,121730,14860,27392,10242,32864,12932,15070,23734,57149,22361,10116,2913,143154,1980,3914,22263
2021-01-01,567,31895,2918,51183,16837,44000,14573,8452,3071,0,4288,3577,1717,3154,14359,2263,71844,185,3092,31749,1104,68243,141627,100390,209870,40547,45720,14123,68243,20878,27163,33074,102696,41948,16258,648,276586,4062,3948,25016
2021-01-01,363,158,208,175,336,283,182,48,35,0,240,460,215,270,211,321,131789,87,350,1148,14,24189,55621,56721,79810,15841,35561,5319,24189,10983,15663,21300,28003,24732,11661,148,125080,1176,331,9796
2021-01-01,209,226,236,1042,343,3148,335,550,169,0,335,498,120,1330,465,64,71742,53,539,5782,57,16785,42694,27557,59479,6350,17672,3535,16785,8168,11026,12108,18162,14605,6182,120,79035,956,384,6543
2021-01-01,254,887,950,4637,2880,2029,2878,1000,537,0,1633,1895,745,1268,1716,457,115949,278,1724,9238,145,30717,75127,45002,105843,9125,29894,5983,30717,10997,17047,19632,48338,15765,8350,421,133758,1681,1222,13764
2021-01-01,588,247,894,958,1002,405,749,116,132,0,601,709,524,635,560,198,226123,69,516,3187,28,43808,103389,90454,147197,24048,57478,8928,43808,18283,29121,32637,51749,46915,15136,782,217430,2304,924,16211
